,title,overview,release_date,vote_avg,original_language,vote_count,popularity
5553,The Replacements,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",2000-08-07,6.5,en,570,14.759
5554,The Forger,"While staying at a picturesque village, a teen encounters the underground world of art forgery.",2012-07-03,6.0,en,79,14.757
5555,Colonia,"A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody ever escaped from.",2016-02-12,7.3,en,1372,14.755
5556,She's All That,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",1999-01-29,6.2,en,1344,14.755
5557,Untitled 'The Walking Dead' Film,Follows Rick Grimes from the departure of his final season in the TV series.,,0.0,en,0,14.752
5558,All Roads to Pearla,A Texas town awakes when a high school wrestler gets entangled with a drifter and her psychopathic lover. Lives then intertwine and spiral violently out of control once he becomes her escort driver.,2020-09-25,5.3,en,3,14.751
5559,Labyrinth,"When teen Sarah is forced to babysit Toby, her baby stepbrother, she summons Jareth the Goblin King to take him away. When he is actually kidnapped, Sarah is given just thirteen hours to solve a labyrinth and rescue him.",1986-06-27,7.3,en,1480,14.751
5560,Elektra,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",2005-01-13,4.9,en,1550,14.751
5561,Florence Foster Jenkins,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",2016-05-06,6.7,en,1079,14.748
5562,The Rebound,"Upon discovering her husband's infidelity, Sandy leaves the suburbs and moves into the city. There, she befriends Aram, a guy whose wife only married him so she could get a green card. Sandy hires Aram to be her nanny, and  it isn't long until Aram and Sandy find out they get along wonderfully and start to date. But is their relationship real or is it, in fact, just a rebound for both of them?",2009-09-16,6.4,en,610,14.748
5563,The Librarian: Quest for the Spear,"When a magical artifact is lifted from his library, a meek librarian sets out to ensure its safe return.",2005-07-12,6.2,en,398,14.747
5564,Enough,"Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.",2002-05-21,6.5,en,687,14.746
5565,Boo! A Madea Halloween,"Madea winds up in the middle of mayhem when she spends a hilarious, haunted Halloween fending off killers, paranormal poltergeists, ghosts, ghouls, and zombies while keeping a watchful eye on a group of misbehaving teens.",2016-10-21,5.4,en,315,14.743
5566,The Jackal,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",1997-11-14,6.3,en,1185,14.741
5567,The Young Victoria,"As the only legitimate heir of England's King William, teenage Victoria gets caught up in the political machinations of her own family. Victoria's mother wants her to sign a regency order, while her Belgian uncle schemes to arrange a marriage between the future monarch and Prince Albert, the man who will become the love of her life.",2009-03-04,7.2,en,712,14.738
5568,This Is It,"A compilation of interviews, rehearsals and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London.",2009-10-28,7.0,en,591,14.738
5569,What to Expect When You're Expecting,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",2012-05-17,6.0,en,1402,14.735
5570,Action Point,A daredevil designs and operates his own theme park with his friends.,2018-06-01,5.4,en,226,14.734
5571,Victoria Gotti: My Father's Daughter,"A revealing look at the life of Victoria Gotti, the daughter of notorious mob boss John Gotti.",2019-02-09,6.3,en,10,14.733
5572,Contract Killer,"Financially troubled, a newbie hitman reluctantly takes the job of finding the plotted killer of a Japanese tycoon.",1998-04-03,6.4,cn,67,14.731
5573,Z,A family find themselves terrorized by their eight-year-old son's imaginary friend.,2019-09-19,6.3,en,52,14.73
5574,Kung Fu Panda: Secrets of the Masters,"Po and the Furious Five uncover the legend of three of kung fu's greatest heroes: Master Thundering Rhino, Master Storming Ox, and Master Croc.",2011-12-12,6.3,en,160,14.73
5575,King Cobra,"When a lonely suburban man turned gay porn producer discovers a hot, lucrative new star, he finds himself the target of rival pornographers who will stop at nothing to steal his money maker.",2016-10-21,5.8,en,348,14.727
5576,Mower Minions,"The Minions need to raise $20 to purchase an as seen on TV banana blender. So they take up lawn mowing at an old folks home, with hilarious antics!",2016-07-08,6.5,en,118,14.726
5577,Takers,"A seasoned team of bank robbers, including Gordon Jennings (Idris Elba), John Rahway (Paul Walker), A.J. (Hayden Christensen), and brothers Jake (Michael Ealy) and Jesse Attica (Chris Brown) successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost (Tip T.I. Harris), a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer (Matt Dillon) inches closer to apprehending the criminals.",2010-08-26,6.2,en,795,14.725
5578,The Oath,"In a politically-divided United States, a man struggles to make it through the Thanksgiving holiday without destroying his family.",2018-10-12,5.7,en,57,14.724
5579,Setup,"A group of friends plan out a detailed heist that turns deadly when one betrays the other by taking off with the goods. Taking matters into his own hands, Sonny seeks out his revenge teaming up with the most dangerous mob boss in town to get back what is rightfully his. When he finally comes face to face with his longtime friend he will be forced to make a life changing choice.",2011-10-17,4.8,en,268,14.724
5580,Crimson Rivers II: Angels of the Apocalypse,"No one is safe when seemingly random killings emerge as a deadly pattern intended to usher in the end of the world.  A murder victim with the same DNA as Christ. A serial killer mimicking the deaths of the 12 Apostles. Inspector Niemans and a young, rebellious detective team up with a beautiful expert in religion to crack the case before their elusive suspect completes the cycle of terror, paving the way to an even bigger bloody catastrophe.",2004-02-18,6.1,fr,452,14.724
5581,Pit and the Pendulum,"Francis Barnard goes to Spain, when he hears his sister Elizabeth has died. Her husband Nicholas Medina, the son of the most brutal torturer of the Spanish Inquisition, tells him she has died of a blood disease, but Francis finds this hard to believe. After some investigating he finds out that it was extreme fear that was fatal to his sister and that she may have been buried alive!",1961-08-12,6.9,en,171,14.723
